city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Dallesport,Dallesport,WA,Washington,53039,Klickitat,45.6316,-121.1749,1357,77,shape,FALSE,FALSE,America/Los_Angeles,3,98617 98635,1840018525
Coulee Dam,Coulee Dam,WA,Washington,53047,Okanogan,47.9689,-118.9759,1355,730,shape,FALSE,TRUE,America/Los_Angeles,3,99116,1840022270
Yarrow Point,Yarrow Point,WA,Washington,53033,King,47.6492,-122.2191,1353,1191.5,shape,FALSE,TRUE,America/Los_Angeles,3,98004,1840022300
South Wenatchee,South Wenatchee,WA,Washington,53007,Chelan,47.3885,-120.2829,1351,446,shape,FALSE,TRUE,America/Los_Angeles,3,98801,1840037106
Lake Marcel-Stillwater,Lake Marcel-Stillwater,WA,Washington,53033,King,47.6926,-121.9151,1346,406,shape,FALSE,TRUE,America/Los_Angeles,3,98014,1840074241
Kittitas,Kittitas,WA,Washington,53037,Kittitas,46.9837,-120.4189,1342,663,shape,FALSE,TRUE,America/Los_Angeles,3,98934 98926,1840019843
Ruston,Ruston,WA,Washington,53053,Pierce,47.2982,-122.5103,1329,864.5,shape,FALSE,TRUE,America/Los_Angeles,3,98407,1840021132
Crocker,Crocker,WA,Washington,53053,Pierce,47.0843,-122.1226,1322,71,shape,FALSE,TRUE,America/Los_Angeles,4,98360,1840041924
Ames Lake,Ames Lake,WA,Washington,53033,King,47.6346,-121.9664,1317,317,shape,FALSE,FALSE,America/Los_Angeles,3,98014 98053,1840037846
Lake Ketchum,Lake Ketchum,WA,Washington,53061,Snohomish,48.2823,-122.3423,1278,158,shape,FALSE,FALSE,America/Los_Angeles,3,98292,1840037852
Pomeroy,Pomeroy,WA,Washington,53023,Garfield,46.4738,-117.5964,1276,277,shape,FALSE,TRUE,America/Los_Angeles,3,99347,1840019891
Grand Coulee,Grand Coulee,WA,Washington,53025,Grant,47.9392,-119.0029,1257,386,shape,FALSE,TRUE,America/Los_Angeles,3,99116 99133,1840019815
Duluth,Duluth,WA,Washington,53011,Clark,45.7838,-122.647,1249,80,shape,FALSE,FALSE,America/Los_Angeles,3,98642,1840140854
Rock Island,Rock Island,WA,Washington,53017,Douglas,47.3733,-120.142,1240,424,shape,FALSE,TRUE,America/Los_Angeles,3,98850,1840019796
McMillin,McMillin,WA,Washington,53053,Pierce,47.1286,-122.2374,1236,286,shape,FALSE,FALSE,America/Los_Angeles,3,98374 98360,1840023837
Twisp,Twisp,WA,Washington,53047,Okanogan,48.3619,-120.1171,1235,407,shape,FALSE,TRUE,America/Los_Angeles,3,98856,1840022271
Puget Island,Puget Island,WA,Washington,53069,Wahkiakum,46.1743,-123.383,1227,62,shape,FALSE,TRUE,America/Los_Angeles,4,98612,1840042033
Langley,Langley,WA,Washington,53029,Island,48.0337,-122.4084,1201,460,shape,FALSE,TRUE,America/Los_Angeles,3,98260,1840019780
Darrington,Darrington,WA,Washington,53061,Snohomish,48.2546,-121.6031,1194,266,shape,FALSE,TRUE,America/Los_Angeles,3,98241,1840021081
Swede Heaven,Swede Heaven,WA,Washington,53061,Snohomish,48.2829,-121.7136,1181,63,shape,FALSE,FALSE,America/Los_Angeles,3,98223,1840037821
Waitsburg,Waitsburg,WA,Washington,53071,Walla Walla,46.2698,-118.1509,1177,390,shape,FALSE,TRUE,America/Los_Angeles,3,99361,1840021173
Basin City,Basin City,WA,Washington,53021,Franklin,46.589,-119.1566,1173,141,shape,FALSE,FALSE,America/Los_Angeles,3,99343,1840017379
Asotin,Asotin,WA,Washington,53003,Asotin,46.3366,-117.0414,1168,394,shape,FALSE,TRUE,America/Los_Angeles,3,99402,1840018500
Republic,Republic,WA,Washington,53019,Ferry,48.6483,-118.7333,1144,311,shape,FALSE,TRUE,America/Los_Angeles,3,99166,1840019766
Tonasket,Tonasket,WA,Washington,53047,Okanogan,48.7075,-119.4409,1131,462,shape,FALSE,TRUE,America/Los_Angeles,3,98855,1840021057
Clinton,Clinton,WA,Washington,53029,Island,47.9731,-122.3577,1123,428,shape,FALSE,FALSE,America/Los_Angeles,3,98236,1840037632
Machias,Machias,WA,Washington,53061,Snohomish,47.9918,-122.0517,1117,174,shape,FALSE,FALSE,America/Los_Angeles,3,98258 98290,1840017325
Morton,Morton,WA,Washington,53041,Lewis,46.5575,-122.2815,1111,522,shape,FALSE,TRUE,America/Los_Angeles,3,98356,1840019882
Neah Bay,Neah Bay,WA,Washington,53009,Clallam,48.3612,-124.6115,1102,181,shape,FALSE,FALSE,America/Los_Angeles,3,98357,1840023937
Point Roberts,Point Roberts,WA,Washington,53073,Whatcom,48.9882,-123.0577,1100,86,shape,FALSE,FALSE,America/Los_Angeles,3,98281,1840025234
Woodway,Woodway,WA,Washington,53061,Snohomish,47.7904,-122.3851,1077,356,shape,FALSE,TRUE,America/Los_Angeles,3,98020,1840037730
Lake Bosworth,Lake Bosworth,WA,Washington,53061,Snohomish,48.0553,-121.9811,1071,104,shape,FALSE,FALSE,America/Los_Angeles,3,98290 98252,1840037850
Clear Lake,Clear Lake,WA,Washington,53053,Pierce,46.931,-122.2841,1065,48,shape,FALSE,TRUE,America/Los_Angeles,4,98328,1840149164
Vaughn,Vaughn,WA,Washington,53053,Pierce,47.355,-122.7773,1052,173,shape,FALSE,FALSE,America/Los_Angeles,3,98329 98394,1840023841
Lakeview,Lakeview,WA,Washington,53025,Grant,47.3755,-119.5044,1013,347,shape,FALSE,FALSE,America/Los_Angeles,3,98851,1840136062
Dash Point,Dash Point,WA,Washington,53053,Pierce,47.313,-122.4154,1008,613,shape,FALSE,FALSE,America/Los_Angeles,3,98422,1840037637
North Bonneville,North Bonneville,WA,Washington,53059,Skamania,45.6425,-121.9688,995,152,shape,FALSE,TRUE,America/Los_Angeles,3,98648 98639,1840019903
Entiat,Entiat,WA,Washington,53007,Chelan,47.678,-120.2175,975,172,shape,FALSE,TRUE,America/Los_Angeles,3,98822,1840019777
La Conner,La Conner,WA,Washington,53057,Skagit,48.3926,-122.4945,974,944,shape,FALSE,TRUE,America/Los_Angeles,3,98257,1840021068
Palouse,Palouse,WA,Washington,53075,Whitman,46.9104,-117.0751,969,357,shape,FALSE,TRUE,America/Los_Angeles,3,99161,1840019863
Browns Point,Browns Point,WA,Washington,53053,Pierce,47.3036,-122.4369,961,912,shape,FALSE,FALSE,America/Los_Angeles,3,98422,1840037624
Sunday Lake,Sunday Lake,WA,Washington,53061,Snohomish,48.2265,-122.2537,947,109,shape,FALSE,TRUE,America/Los_Angeles,4,98292,1840042107
Odessa,Odessa,WA,Washington,53043,Lincoln,47.3326,-118.6894,946,449,shape,FALSE,TRUE,America/Los_Angeles,3,99159,1840022295
Electric City,Electric City,WA,Washington,53025,Grant,47.9218,-119.0475,944,183,shape,FALSE,TRUE,America/Los_Angeles,3,99123,1840021104
Marrowstone,Marrowstone,WA,Washington,53031,Jefferson,48.057,-122.6938,943,57,shape,FALSE,FALSE,America/Los_Angeles,3,98358,1840037856
Lake Roesiger,Lake Roesiger,WA,Washington,53061,Snohomish,47.9837,-121.9128,930,92,shape,FALSE,FALSE,America/Los_Angeles,3,98290,1840037853
Concrete,Concrete,WA,Washington,53057,Skagit,48.537,-121.751,915,301,shape,FALSE,TRUE,America/Los_Angeles,3,98237,1840022283
Brinnon,Brinnon,WA,Washington,53031,Jefferson,47.6689,-122.9248,889,35,shape,FALSE,FALSE,America/Los_Angeles,3,98320,1840017329
Kendall,Kendall,WA,Washington,53073,Whatcom,48.9156,-122.1336,884,124,shape,FALSE,FALSE,America/Los_Angeles,3,98244 98266,1840017293
Carlsborg,Carlsborg,WA,Washington,53009,Clallam,48.0842,-123.1697,881,321,shape,FALSE,FALSE,America/Los_Angeles,3,98382,1840017319
Seabeck,Seabeck,WA,Washington,53035,Kitsap,47.6436,-122.8222,854,99,shape,FALSE,FALSE,America/Los_Angeles,3,98380,1840023799
Buena,Buena,WA,Washington,53077,Yakima,46.4277,-120.3183,845,375,shape,FALSE,FALSE,America/Los_Angeles,3,98921 98953,1840023850
George,George,WA,Washington,53025,Grant,47.0846,-119.86,823,230,shape,FALSE,TRUE,America/Los_Angeles,3,98848 98824,1840019814
Roy,Roy,WA,Washington,53053,Pierce,46.997,-122.5423,814,650,shape,FALSE,TRUE,America/Los_Angeles,3,98580,1840019856
Ravensdale,Ravensdale,WA,Washington,53033,King,47.3589,-121.9781,814,253,shape,FALSE,FALSE,America/Los_Angeles,3,98051,1840018412
Brady,Brady,WA,Washington,53027,Grays Harbor,47.0064,-123.5321,813,51,shape,FALSE,FALSE,America/Los_Angeles,3,98563,1840017357
Grayland,Grayland,WA,Washington,53027,Grays Harbor,46.8304,-124.0898,806,45,shape,FALSE,FALSE,America/Los_Angeles,3,98547,1840017360
South Cle Elum,South Cle Elum,WA,Washington,53037,Kittitas,47.1862,-120.9526,799,767,shape,FALSE,TRUE,America/Los_Angeles,3,98943 98922,1840022304
White Swan,White Swan,WA,Washington,53077,Yakima,46.377,-120.7382,793,114,shape,FALSE,FALSE,America/Los_Angeles,3,98952,1840018464
Port Gamble Tribal Community,Port Gamble Tribal Community,WA,Washington,53035,Kitsap,47.8488,-122.5571,783,71,shape,FALSE,TRUE,America/Los_Angeles,4,98346,1840042014
Tekoa,Tekoa,WA,Washington,53075,Whitman,47.2248,-117.0731,776,244,shape,FALSE,TRUE,America/Los_Angeles,3,99033,1840021135
Trout Lake,Trout Lake,WA,Washington,53039,Klickitat,45.9976,-121.529,771,42,shape,FALSE,FALSE,America/Los_Angeles,3,98650,1840024000
Startup,Startup,WA,Washington,53061,Snohomish,47.8673,-121.7501,771,69,shape,FALSE,FALSE,America/Los_Angeles,3,98294,1840018380
Erlands Point,Erlands Point,WA,Washington,53035,Kitsap,47.6038,-122.694,768,628,shape,FALSE,FALSE,America/Los_Angeles,3,98312,1840037651
Wilbur,Wilbur,WA,Washington,53043,Lincoln,47.7581,-118.7117,767,224,shape,FALSE,TRUE,America/Los_Angeles,3,99185,1840022296
Bell Hill,Bell Hill,WA,Washington,53009,Clallam,48.055,-123.0869,762,110,shape,FALSE,FALSE,America/Los_Angeles,3,98382,1840037847
May Creek,May Creek,WA,Washington,53061,Snohomish,47.8555,-121.6745,759,461,shape,FALSE,FALSE,America/Los_Angeles,3,98251,1840037857
Riverpoint,Riverpoint,WA,Washington,53033,King,47.4842,-121.7151,742,225,shape,FALSE,FALSE,America/Los_Angeles,3,98045,1840148255
Clallam Bay,Clallam Bay,WA,Washington,53009,Clallam,48.2534,-124.2579,737,503,shape,FALSE,FALSE,America/Los_Angeles,3,98326,1840025247
Malott,Malott,WA,Washington,53047,Okanogan,48.2918,-119.6955,736,154,shape,FALSE,FALSE,America/Los_Angeles,3,98840 98829,1840025236
Pateros,Pateros,WA,Washington,53047,Okanogan,48.0536,-119.8995,718,549,shape,FALSE,TRUE,America/Los_Angeles,3,98846,1840019763
River Road,River Road,WA,Washington,53009,Clallam,48.0677,-123.1276,718,530.9,shape,FALSE,FALSE,America/Los_Angeles,3,98382,1840037861
Mesa,Mesa,WA,Washington,53021,Franklin,46.5735,-119.0013,713,166,shape,FALSE,TRUE,America/Los_Angeles,3,99343,1840019887
Grapeview,Grapeview,WA,Washington,53045,Mason,47.3316,-122.8413,703,73,shape,FALSE,FALSE,America/Los_Angeles,3,98524 98546,1840037554
Vader,Vader,WA,Washington,53041,Lewis,46.4046,-122.9569,696,289,shape,FALSE,TRUE,America/Los_Angeles,3,98593 98596,1840021163
Loon Lake,Loon Lake,WA,Washington,53065,Stevens,48.0661,-117.6288,689,81,shape,FALSE,FALSE,America/Los_Angeles,3,99148,1840023998
Carbonado,Carbonado,WA,Washington,53053,Pierce,47.0806,-122.0536,683,633,shape,FALSE,TRUE,America/Los_Angeles,3,98323,1840022307
Albion,Albion,WA,Washington,53075,Whitman,46.7916,-117.2511,677,666,shape,FALSE,TRUE,America/Los_Angeles,3,99163 99102,1840021136
Schwana,Schwana,WA,Washington,53025,Grant,46.8214,-119.9232,669,235.3,shape,FALSE,FALSE,America/Los_Angeles,3,99321,1840120325
Mossyrock,Mossyrock,WA,Washington,53041,Lewis,46.5305,-122.4887,666,373,shape,FALSE,TRUE,America/Los_Angeles,3,98564,1840019883
Bay View,Bay View,WA,Washington,53057,Skagit,48.487,-122.4628,666,99,shape,FALSE,FALSE,America/Los_Angeles,3,98273,1840037745
Quilcene,Quilcene,WA,Washington,53031,Jefferson,47.8369,-122.9058,664,29,shape,FALSE,FALSE,America/Los_Angeles,3,98376,1840018389
Cowiche,Cowiche,WA,Washington,53077,Yakima,46.6719,-120.712,662,307,shape,FALSE,FALSE,America/Los_Angeles,3,98923,1840023852
Taholah,Taholah,WA,Washington,53027,Grays Harbor,47.3283,-124.2728,657,73,shape,FALSE,FALSE,America/Los_Angeles,3,98587,1840018447
Naches,Naches,WA,Washington,53077,Yakima,46.7258,-120.6909,650,288,shape,FALSE,TRUE,America/Los_Angeles,3,98937,1840022318
Rosalia,Rosalia,WA,Washington,53075,Whitman,47.2363,-117.3764,648,398,shape,FALSE,TRUE,America/Los_Angeles,3,99170,1840021138
Oakville,Oakville,WA,Washington,53027,Grays Harbor,46.8403,-123.2337,647,452,shape,FALSE,TRUE,America/Los_Angeles,3,98568,1840019848
Cherry Grove,Cherry Grove,WA,Washington,53011,Clark,45.8022,-122.5767,642,106,shape,FALSE,FALSE,America/Los_Angeles,3,98604,1840037538
Pe Ell,Pe Ell,WA,Washington,53041,Lewis,46.5713,-123.2982,639,417,shape,FALSE,TRUE,America/Los_Angeles,3,98572,1840022321
Satsop,Satsop,WA,Washington,53027,Grays Harbor,47.0223,-123.4737,638,35,shape,FALSE,FALSE,America/Los_Angeles,3,98583 98541,1840018445
Skokomish,Skokomish,WA,Washington,53045,Mason,47.3298,-123.1573,635,36,shape,FALSE,FALSE,America/Los_Angeles,3,98584,1840018433
Harrah,Harrah,WA,Washington,53077,Yakima,46.4061,-120.541,626,496.7,shape,FALSE,TRUE,America/Los_Angeles,3,98933,1840021156
McKenna,McKenna,WA,Washington,53053,Pierce,46.9365,-122.5501,623,221,shape,FALSE,FALSE,America/Los_Angeles,3,98580 98558,1840023836
Roche Harbor,Roche Harbor,WA,Washington,53055,San Juan,48.6079,-123.1347,615,59,shape,FALSE,FALSE,America/Los_Angeles,3,98250,1840120741
St. John,St. John,WA,Washington,53075,Whitman,47.0915,-117.5887,612,352,shape,FALSE,TRUE,America/Los_Angeles,3,99171,1840021139
Bucoda,Bucoda,WA,Washington,53067,Thurston,46.7968,-122.868,608,403,shape,FALSE,TRUE,America/Los_Angeles,3,98530 98531,1840021143
Roslyn,Roslyn,WA,Washington,53037,Kittitas,47.2511,-121.099,608,53,shape,FALSE,TRUE,America/Los_Angeles,3,98941 98925,1840019842
Cathlamet,Cathlamet,WA,Washington,53069,Wahkiakum,46.2056,-123.3835,605,461,shape,FALSE,TRUE,America/Los_Angeles,3,98612,1840022327
Nisqually Indian Community,Nisqually Indian Community,WA,Washington,53067,Thurston,47.0164,-122.6725,591,74,shape,FALSE,TRUE,America/Los_Angeles,4,98513,1840074509
Garfield,Garfield,WA,Washington,53075,Whitman,47.0103,-117.1395,586,240,shape,FALSE,TRUE,America/Los_Angeles,3,99130,1840021141
Naselle,Naselle,WA,Washington,53049,Pacific,46.365,-123.8013,585,99,shape,FALSE,FALSE,America/Los_Angeles,3,98638,1840018467
Coulee City,Coulee City,WA,Washington,53025,Grant,47.6122,-119.2895,579,241,shape,FALSE,TRUE,America/Los_Angeles,3,99115,1840022293
Curlew Lake,Curlew Lake,WA,Washington,53019,Ferry,48.7311,-118.6663,579,51,shape,FALSE,TRUE,America/Los_Angeles,4,99166,1840043278
Bingen,Bingen,WA,Washington,53039,Klickitat,45.7139,-121.4704,577,357,shape,FALSE,TRUE,America/Los_Angeles,3,98605,1840018529
Verlot,Verlot,WA,Washington,53061,Snohomish,48.1003,-121.7679,562,19,shape,FALSE,FALSE,America/Los_Angeles,3,98252,1840018376
Wishram,Wishram,WA,Washington,53039,Klickitat,45.6613,-120.9714,537,125,shape,FALSE,FALSE,America/Los_Angeles,3,98673,1840018528
Toledo,Toledo,WA,Washington,53041,Lewis,46.4415,-122.8497,532,521,shape,FALSE,TRUE,America/Los_Angeles,3,98591,1840021162
Cohassett Beach,Cohassett Beach,WA,Washington,53027,Grays Harbor,46.8656,-124.1054,516,153,shape,FALSE,FALSE,America/Los_Angeles,3,98595,1840017355
Four Lakes,Four Lakes,WA,Washington,53063,Spokane,47.5576,-117.5818,515,64,shape,FALSE,FALSE,America/Los_Angeles,3,99014 99004,1840023784
Copalis Beach,Copalis Beach,WA,Washington,53027,Grays Harbor,47.1205,-124.1721,515,54,shape,FALSE,FALSE,America/Los_Angeles,3,98535 98536,1840017356
East Cathlamet,East Cathlamet,WA,Washington,53069,Wahkiakum,46.1956,-123.3588,512,115,shape,FALSE,FALSE,America/Los_Angeles,3,98612,1840037849
Sprague,Sprague,WA,Washington,53043,Lincoln,47.3048,-117.9714,511,187,shape,FALSE,TRUE,America/Los_Angeles,3,99032,1840021107
Lind,Lind,WA,Washington,53001,Adams,46.9705,-118.6165,509,177,shape,FALSE,TRUE,America/Los_Angeles,3,99341,1840021134
Wilkeson,Wilkeson,WA,Washington,53053,Pierce,47.1033,-122.0494,504,417,shape,FALSE,TRUE,America/Los_Angeles,3,98396,1840022310
Ashford,Ashford,WA,Washington,53053,Pierce,46.7551,-122.0143,489,76,shape,FALSE,FALSE,America/Los_Angeles,3,98304,1840017363
Fairfield,Fairfield,WA,Washington,53063,Spokane,47.3848,-117.1748,485,304,shape,FALSE,TRUE,America/Los_Angeles,3,99012,1840021096
Lake McMurray,Lake McMurray,WA,Washington,53057,Skagit,48.3178,-122.232,478,133,shape,FALSE,FALSE,America/Los_Angeles,3,98274,1840037893
Springdale,Springdale,WA,Washington,53065,Stevens,48.0572,-117.7466,477,162,shape,FALSE,TRUE,America/Los_Angeles,3,99173,1840022275
Lower Elochoman,Lower Elochoman,WA,Washington,53069,Wahkiakum,46.2184,-123.3697,475,121,shape,FALSE,TRUE,America/Los_Angeles,4,98612,1840041981
Reardan,Reardan,WA,Washington,53043,Lincoln,47.6698,-117.878,471,366,shape,FALSE,TRUE,America/Los_Angeles,3,99029,1840021110
Hatton,Hatton,WA,Washington,53001,Adams,46.7735,-118.8277,453,136,shape,FALSE,TRUE,America/Los_Angeles,3,99326 99344,1840021133
Bow,Bow,WA,Washington,53057,Skagit,48.5613,-122.4077,447,147,shape,FALSE,FALSE,America/Los_Angeles,3,98232,1840037749
Marine View,Marine View,WA,Washington,53025,Grant,46.9637,-119.3508,435,187,shape,FALSE,FALSE,America/Los_Angeles,3,99344,1840148426
Ione,Ione,WA,Washington,53051,Pend Oreille,48.74,-117.4215,432,315,shape,FALSE,TRUE,America/Los_Angeles,3,99139,1840021061
Onalaska,Onalaska,WA,Washington,53041,Lewis,46.5782,-122.7114,431,103,shape,FALSE,FALSE,America/Los_Angeles,3,98570 98532,1840025264
Rockford,Rockford,WA,Washington,53063,Spokane,47.4515,-117.1307,418,242,shape,FALSE,TRUE,America/Los_Angeles,3,99030,1840021095
Raft Island,Raft Island,WA,Washington,53053,Pierce,47.329,-122.6687,416,716.2,shape,FALSE,TRUE,America/Los_Angeles,3,98335,1840042039
Oakesdale,Oakesdale,WA,Washington,53075,Whitman,47.1305,-117.2464,412,152,shape,FALSE,TRUE,America/Los_Angeles,3,99158,1840022314
North Omak,North Omak,WA,Washington,53047,Okanogan,48.444,-119.4459,410,14,shape,FALSE,FALSE,America/Los_Angeles,3,98841,1840037879
Ryderwood,Ryderwood,WA,Washington,53015,Cowlitz,46.375,-123.0441,401,323.6,shape,FALSE,FALSE,America/Los_Angeles,3,98581,1840025275
Riverside,Riverside,WA,Washington,53047,Okanogan,48.5048,-119.51,396,172,shape,FALSE,TRUE,America/Los_Angeles,3,98849,1840021059
Beaux Arts Village,Beaux Arts Village,WA,Washington,53033,King,47.5853,-122.205,396,1787,shape,FALSE,TRUE,America/Los_Angeles,3,98004,1840019838
Snoqualmie Pass,Snoqualmie Pass,WA,Washington,53037,Kittitas,47.4014,-121.411,395,52,shape,FALSE,FALSE,America/Los_Angeles,3,98068,1840037862
LaCrosse,LaCrosse,WA,Washington,53075,Whitman,46.8013,-117.9025,384,173,shape,FALSE,TRUE,America/Los_Angeles,3,99143,1840037498
Harrington,Harrington,WA,Washington,53043,Lincoln,47.4803,-118.2554,381,377,shape,FALSE,TRUE,America/Los_Angeles,3,99134,1840019819
Colton,Colton,WA,Washington,53075,Whitman,46.5675,-117.1284,372,232,shape,FALSE,TRUE,America/Los_Angeles,3,99113,1840022315
Green Bluff,Green Bluff,WA,Washington,53063,Spokane,47.8184,-117.2748,366,19,shape,FALSE,FALSE,America/Los_Angeles,3,99021 99005,1840023785
Clayton,Clayton,WA,Washington,53065,Stevens,48.0012,-117.561,361,108,shape,FALSE,FALSE,America/Los_Angeles,3,99110,1840025239
Touchet,Touchet,WA,Washington,53071,Walla Walla,46.0411,-118.6724,357,113,shape,FALSE,FALSE,America/Los_Angeles,3,99360,1840018488
Hunts Point,Hunts Point,WA,Washington,53033,King,47.647,-122.2306,347,566.5,shape,FALSE,TRUE,America/Los_Angeles,3,98004 98039,1840021122
Malone,Malone,WA,Washington,53027,Grays Harbor,46.9779,-123.3035,341,14,shape,FALSE,FALSE,America/Los_Angeles,3,98559 98541,1840026097
Winthrop,Winthrop,WA,Washington,53047,Okanogan,48.4715,-120.1792,340,140,shape,FALSE,TRUE,America/Los_Angeles,3,98862,1840022272
Keyport,Keyport,WA,Washington,53035,Kitsap,47.6999,-122.624,339,261,shape,FALSE,FALSE,America/Los_Angeles,3,98345,1840023797
Endicott,Endicott,WA,Washington,53075,Whitman,46.9282,-117.6867,337,116.7,shape,FALSE,TRUE,America/Los_Angeles,3,99125,1840021137
Union,Union,WA,Washington,53045,Mason,47.3475,-123.0951,327,77,shape,FALSE,FALSE,America/Los_Angeles,3,98592,1840025253
Prescott,Prescott,WA,Washington,53071,Walla Walla,46.2988,-118.3126,326,315,shape,FALSE,TRUE,America/Los_Angeles,3,99348,1840021175
Inchelium,Inchelium,WA,Washington,53019,Ferry,48.3379,-118.2372,325,4,shape,FALSE,FALSE,America/Los_Angeles,3,99138,1840017307
Jamestown,Jamestown,WA,Washington,53009,Clallam,48.1229,-123.0911,322,213,shape,FALSE,FALSE,America/Los_Angeles,3,98382,1840037668
Rosburg,Rosburg,WA,Washington,53069,Wahkiakum,46.3076,-123.6345,320,5,shape,FALSE,FALSE,America/Los_Angeles,3,98643,1840023878
Neilton,Neilton,WA,Washington,53027,Grays Harbor,47.4031,-123.8782,317,12,shape,FALSE,FALSE,America/Los_Angeles,3,98552 98566,1840018443
Hamilton,Hamilton,WA,Washington,53057,Skagit,48.5283,-121.9839,311,100,shape,FALSE,TRUE,America/Los_Angeles,3,98255 98284,1840021067
Grays River,Grays River,WA,Washington,53069,Wahkiakum,46.3608,-123.589,309,5,shape,FALSE,FALSE,America/Los_Angeles,3,98621,1840023877
Eschbach,Eschbach,WA,Washington,53077,Yakima,46.667,-120.6337,307,100,shape,FALSE,FALSE,America/Los_Angeles,3,98908,1840017369
Northport,Northport,WA,Washington,53065,Stevens,48.9158,-117.7797,306,208,shape,FALSE,TRUE,America/Los_Angeles,3,99114 99157,1840022274
Aberdeen Gardens,Aberdeen Gardens,WA,Washington,53027,Grays Harbor,47.0587,-123.7791,305,72,shape,FALSE,FALSE,America/Los_Angeles,3,98520,1840037845
Glenwood,Glenwood,WA,Washington,53039,Klickitat,46.0228,-121.2925,303,125,shape,FALSE,FALSE,America/Los_Angeles,3,98619,1840037769
Easton,Easton,WA,Washington,53037,Kittitas,47.2405,-121.1733,302,36,shape,FALSE,FALSE,America/Los_Angeles,3,98925,1840017354
Elmer City,Elmer City,WA,Washington,53047,Okanogan,47.9999,-118.954,301,263.1,shape,FALSE,TRUE,America/Los_Angeles,3,99124,1840021058
Nespelem Community,Nespelem Community,WA,Washington,53047,Okanogan,48.1715,-119.0244,301,4,shape,FALSE,TRUE,America/Los_Angeles,4,99155,1840037116
Custer,Custer,WA,Washington,53073,Whatcom,48.9127,-122.6369,298,51,shape,FALSE,FALSE,America/Los_Angeles,3,98248 98240,1840018344
South Prairie,South Prairie,WA,Washington,53053,Pierce,47.1373,-122.0939,297,519.1,shape,FALSE,TRUE,America/Los_Angeles,3,98385,1840022308
Mansfield,Mansfield,WA,Washington,53017,Douglas,47.8119,-119.6379,297,331,shape,FALSE,TRUE,America/Los_Angeles,3,98830,1840022286
Packwood,Packwood,WA,Washington,53041,Lewis,46.6085,-121.6703,294,113,shape,FALSE,FALSE,America/Los_Angeles,3,98361,1840025265
Tampico,Tampico,WA,Washington,53077,Yakima,46.5332,-120.8742,286,26,shape,FALSE,FALSE,America/Los_Angeles,3,98903,1840023857
Lyman,Lyman,WA,Washington,53057,Skagit,48.523,-122.0634,277,159,shape,FALSE,TRUE,America/Los_Angeles,3,98263 98284,1840021069
Uniontown,Uniontown,WA,Washington,53075,Whitman,46.5391,-117.0861,273,114,shape,FALSE,TRUE,America/Los_Angeles,3,99179,1840022316
Skamokawa Valley,Skamokawa Valley,WA,Washington,53069,Wahkiakum,46.3004,-123.4243,268,3,shape,FALSE,TRUE,America/Los_Angeles,4,98647 98612,1840042053
Almira,Almira,WA,Washington,53043,Lincoln,47.7105,-118.9369,267,200,shape,FALSE,TRUE,America/Los_Angeles,3,99103,1840021108
Lyle,Lyle,WA,Washington,53039,Klickitat,45.6956,-121.2805,267,145,shape,FALSE,FALSE,America/Los_Angeles,3,98635,1840017402
North Sultan,North Sultan,WA,Washington,53061,Snohomish,47.8829,-121.8253,265,176,shape,FALSE,FALSE,America/Los_Angeles,3,98294,1840037859
Edison,Edison,WA,Washington,53057,Skagit,48.564,-122.4348,264,79,shape,FALSE,FALSE,America/Los_Angeles,3,98232,1840017314
Klickitat,Klickitat,WA,Washington,53039,Klickitat,45.818,-121.1626,262,107,shape,FALSE,FALSE,America/Los_Angeles,3,98628,1840017404
Metaline Falls,Metaline Falls,WA,Washington,53051,Pend Oreille,48.8615,-117.3718,256,447.5,shape,FALSE,TRUE,America/Los_Angeles,3,99153,1840022277
Gorst,Gorst,WA,Washington,53035,Kitsap,47.5239,-122.7053,255,154,shape,FALSE,FALSE,America/Los_Angeles,3,98312 98367,1840023795
Kapowsin,Kapowsin,WA,Washington,53053,Pierce,46.9727,-122.2273,249,23,shape,FALSE,FALSE,America/Los_Angeles,3,98360 98338,1840023832
Oso,Oso,WA,Washington,53061,Snohomish,48.2836,-121.9238,241,33,shape,FALSE,FALSE,America/Los_Angeles,3,98223,1840018374
Creston,Creston,WA,Washington,53043,Lincoln,47.7594,-118.52,240,224,shape,FALSE,TRUE,America/Los_Angeles,3,99117,1840021109
Spangle,Spangle,WA,Washington,53063,Spokane,47.4299,-117.3812,231,413.2,shape,FALSE,TRUE,America/Los_Angeles,3,99031,1840022290
Humptulips,Humptulips,WA,Washington,53027,Grays Harbor,47.2491,-123.9348,227,9,shape,FALSE,FALSE,America/Los_Angeles,3,98552 98550,1840017361
Maple Falls,Maple Falls,WA,Washington,53073,Whatcom,48.9179,-122.0943,226,40,shape,FALSE,FALSE,America/Los_Angeles,3,98244 98266,1840017290
Conconully,Conconully,WA,Washington,53047,Okanogan,48.5586,-119.7521,225,30.3,shape,FALSE,TRUE,America/Los_Angeles,3,98819,1840022269
Lake Cavanaugh,Lake Cavanaugh,WA,Washington,53057,Skagit,48.3225,-122.0122,220,110,shape,FALSE,FALSE,America/Los_Angeles,3,98274,1840037851
Malden,Malden,WA,Washington,53075,Whitman,47.2296,-117.4731,219,128,shape,FALSE,TRUE,America/Los_Angeles,3,99149,1840022313
